,Unnamed: 0,Unnamed: 0.1,Center,n,lemma,case,number,gender,Author,Header,Created,Type,Full context,Ord_type
2402,2445,2496,второго,2,второй,Gen,Sing,Masc,К. Э. Циолковский,Горе и гений,1916,статья,"Сначала число членов второго порядка будет незначительно, но по мере возрастания числа обществ первого порядка и число членов второго порядка будет тоже увеличиваться, пока не достигнет комплекта, состоящего из нескольких сотен человек.",
2403,2446,2497,первого,1,первый,Gen,Sing,Masc,К. Э. Циолковский,Горе и гений,1916,статья,"Сначала число членов второго порядка будет незначительно, но по мере возрастания числа обществ первого порядка и число членов второго порядка будет тоже увеличиваться, пока не достигнет комплекта, состоящего из нескольких сотен человек.",
2404,2447,2498,второго,2,второй,Gen,Sing,Masc,К. Э. Циолковский,Горе и гений,1916,статья,"Вероятно, при общих выборах гения они поставят рядом с человеком лишь немного выше их самих, эти избранные первого порядка составят высшее общество второго порядка.",
2405,2448,2499,первого,1,первый,Gen,Sing,Masc,К. Э. Циолковский,Горе и гений,1916,статья,"Вероятно, при общих выборах гения они поставят рядом с человеком лишь немного выше их самих, эти избранные первого порядка составят высшее общество второго порядка.",
2406,2449,2500,третьей,3,третий,Gen,Sing,Fem,обобщенный,На трассе третьей очереди метро,1937,заметка,Метропроект уже начал также выбор площадок для шахт третьей очереди.,
2407,2450,2501,третьей,3,третий,Gen,Sing,Fem,обобщенный,На трассе третьей очереди метро,1937,заметка,На основании данных геологической разведки проектный отдел Метростроя (Метропроект) приступил к составлению технического проекта третьей очереди метро.,
2408,2451,2502,третий,3,третий,Nom,Sing,Masc,обобщенный,На трассе третьей очереди метро,1937,заметка,"Один размыв пересекает трассу тоннеля параллельно Бауманской улице, другой — в районе Соколиной улицы, третий — за Красной площадью у обводного канала.",
2409,2452,2503,третьей,3,третий,Gen,Sing,Fem,обобщенный,На трассе третьей очереди метро,1937,заметка,Сейчас Метрострой ведет усиленную геологическую разведку по новым трассам третьей очереди метро.,
2410,2453,2504,третьей,3,третий,Gen,Sing,Fem,обобщенный,На трассе третьей очереди метро,1937,заметка,На трассе третьей очереди метро,
2411,2454,2505,первое,1,первый,Acc,Sing,Neut,Юрий Гомельский,"Большое спасибо вам, Валентин Яковлевич, от мирового и местечкового еврейства",2003,комментарий,"После демобилизации полностью сосредоточьтесь на научной работе, возвратитесь в Россию (на первое время, я полагаю,  Вы кое-что поднакопили), внедряйте свои достижения (если они будут того достойны), способствуйте экспорту наукоёмкой продукции в страны с твёрдой валютой и созданию новых рабочих мест, т.е. реализуйте свой христианский пуританский потенциал, который, по утверждению специалистов, способствовал созданию либерального процветающего гражданского общества, а благодарная Россия обеспечит Вам достаток и признание.",
2412,2455,2506,пятого,5,пятый,Gen,Sing,Masc,Юрий Гомельский,"Большое спасибо вам, Валентин Яковлевич, от мирового и местечкового еврейства",2003,комментарий,"Я с большим интересом, но иногда без особого удовольствия читаю ЛЕБЕДЯ и отмечаю, что симпатии и антипатии лично Ваши, Вашего редактора и некоторых других авторов четко коррелируют с содержанием пресловутого пятого пункта героев ваших опусов.",
2413,2456,2507,первый,1,первый,Nom,Sing,Masc,,Из зарубежного юмора,1984,анекдот,"Неважно, -- ответил первый.",
2414,2457,2508,первое,1,первый,Acc,Sing,Neut,В. В. Путин,Заявление для прессы по итогам встречи с В. Коштуницей,2004,пресс-конференция,Первое и самое естественное направление -- это участие наших компаний в экономической деятельности Сербии.,
2415,2458,2509,второй,2,второй,Nom,Sing,Masc,Алекс Целых,Хулиганские новости,2003,заметка,Второй -- отделался ушибами и легким испугом.,
2416,2459,2510,первая,1,первый,Nom,Sing,Fem,Алекс Целых,Хулиганские новости,2003,заметка,"Первая леди Мексики Марта Сахагун выступала с речью во время благотворительной презентации мероприятия в пользу детишек, больных раком.",
2417,2460,2511,первой,1,первый,Gen,Sing,Fem,Алекс Целых,Хулиганские новости,2003,заметка,Выступление первой леди Мексики прошло под показ порнографических картинок.,
2418,2461,2512,первого,1,первый,Gen,Sing,Masc,Алекс Целых,Хулиганские новости,2003,заметка,"Если закон примут, то не состоящие в браке пары получат по 2 года тюрьмы, мужчины, отказавшиеся жениться после первого секса, -- по 5 лет.",
2419,2462,2513,первое,1,первый,Acc,Sing,Neut,В. Тальрозе,Комментарий к статье Дж. Пиментеля «Химические лазеры»,1967,комментарий,Первое предложение использовать фотодиссоциацию для накачки лазеров принадлежит советским ученым С.Г. Раутиану и И.И. Собельману.,
2420,2463,2514,пятидесятых,50,пятидесятый,Gen,Plur,,В. Тальрозе,Комментарий к статье Дж. Пиментеля «Химические лазеры»,1967,комментарий,"Большая часть этих исследователей на этот раз не «чистые» физики (как это было до сих пор, начиная с работ Н.Г. Басова и А.М. Прохорова в СССР и Ч. Таунса в США в начале пятидесятых годов, при создании всех других квантовых генераторов), а физико-химики, занимающиеся химической кинетикой.",
2421,2464,2515,третьего,3,третий,Gen,Sing,Masc,Руслан Тарасов,Колесо: На чем ездить этим летом?,2002,статья,Для Eagle F1 уже третьего по счету поколения Goodyear применила технологии спортивных «сликов».,
2422,2465,2516,второй,2,второй,Nom,Sing,Masc,Александр Шумилин,Танго вдвоем. Сближение Москвы и Вашингтона озадачило европейцев,2002,статья,"Наше взаимодействие с Европой не уйдет на второй план, поскольку оно основано на глубоких взаимных интересах -- в экономике, политике и других сферах.",
2423,2466,2517,второй,2,второй,Nom,Sing,Masc,Александр Шумилин,Танго вдвоем. Сближение Москвы и Вашингтона озадачило европейцев,2002,статья,"Контакты Америки с Россией сегодня лучше, чем когда-либо с момента окончания второй мировой, тогда как трансатлантические отношения, пожалуй, остаются такими же плохими, какими они были всегда».",
2424,2467,2518,второй,2,второй,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,"Японо-китайский конфликт, начавшийся 7 июля 1937 года и переросший в очаг Второй мировой войны на Дальнем Востоке, несмотря на его кажущуюся отдалённость, оказывал огромное влияние на события, происходившие в те годы на Сахалине и Курильских островах.",
2425,2468,2519,второй,2,второй,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,Вишневский Н.В. Сахалин и Курильские острова в годы Второй мировой войны.,
2426,2469,2520,второй,2,второй,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,"Настоящее издание освещает военные действия, цели и задачи, территориальные итоги Второй мировой войны на Тихоокеанском театре.",
2427,2470,2521,второй,2,второй,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,Осмыслению европейских событий 30--40-х годов XX века была посвящена книга «Партитура Второй мировой.,
2428,2471,2522,вторая,2,второй,Nom,Sing,Fem,,Аннотации к книгам,2010,аннотация,По установившимся в исторической науке представлениям Вторая мировая война началась в Европе с нападения 1 сентября 1939 года гитлеровской Германии на Польшу.,
2429,2472,2523,второй,2,второй,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,Партитура Второй мировой.,
2430,2473,2524,первый,1,первый,Nom,Sing,Masc,,Аннотации к книгам,2010,аннотация,"Первый официальный контакт произошёл в 1792 году, а дипломатические отношения были установлены лишь в 1855-м.",
2431,2474,2525,первый,1,первый,Nom,Sing,Masc,Владимир Высоцкий,О любителях «приключений»,1955-1960,рассказ,"Так у меня тоже наши, -- возражает первый, -- только у тебя сразу подошли, а у меня потом! ",
2432,2475,2526,первый,1,первый,Nom,Sing,Masc,Владимир Высоцкий,О любителях «приключений»,1955-1960,рассказ,"С вагонетки -- это да, -- соглашается первый.",
2433,2476,2527,второй,2,второй,Nom,Sing,Masc,Владимир Высоцкий,О любителях «приключений»,1955-1960,рассказ,"Ну это еще что, -- возражает второй, с видом превосходства глядя на товарища, -- ты «Погоню за призраком» читал? ",
2434,2477,2528,первого,1,первый,Gen,Sing,Masc,Петр Пуговкин,МФТИ в тройке лучших,2013,заметка,3) Уральский федеральный университет имени первого Президента России Б.Н. Ельцина,
2435,2478,2529,вторую,2,второй,Acc,Sing,Fem,Петр Пуговкин,МФТИ в тройке лучших,2013,заметка,"МФТИ занял вторую строчку рейтинга высших учебных заведений России по итогам 2012-2013 учебного года, составленного накануне летнего приема в вузы Благотворительным фондом Владимира Потанина.",
2436,2479,2530,третий,3,третий,Nom,Sing,Masc,неизвестный,Вести,1903,информационное сообщение,"Г. Смирнов лег отдохнуть, другой ушел, а третий кр.",
2437,2480,2531,первую,1,первый,Acc,Sing,Fem,неизвестный,Вести,1909,информационное сообщение,"По данным таможенного ведомства в 1908 г. было вывезено уже свыше 13 миллионов пудов, а в первую половину 1909 г.",
2438,2481,2532,девятому,9,девятый,Dat,Sing,Masc,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,"Наконец, вырываю последнему, двадцать девятому, и вот видите ли что... вот как только он сел на мою грушу, обчистился, оправился, да как запоет.",
2439,2482,2533,третий,3,третий,Nom,Sing,Masc,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,"Так и другой, и третий, и все двадцать восемь бесхвостых разлетелись.",
2440,2483,2534,первому,1,первый,Dat,Sing,Neut,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,"И вот оборвал я первому хвост, он полетел, сел сначала на мою грушу, обобрался, очистился и летит в сад к соседу, а сосед мой такой же щеглятник, как и я.",
2441,2484,2535,первый,1,первый,Nom,Sing,Masc,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,А первый? ,
2442,2485,2536,первый,1,первый,Nom,Sing,Masc,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,"Самый лучший чиж, -- сказал Петр Петрович, -- бывает с овсянкой и с двумя копейками, но и то не самый первый.",
2443,2486,2537,первый,1,первый,Nom,Sing,Masc,М. М. Пришвин,Щегол-турлукан,1921-1925,рассказ,"В Сокольниках, под Москвой, живет один мой приятель, зовут его Петр Петрович Майорников -- большой любитель и первый в Москве ценитель маленьких певчих птиц.",
2444,2487,2538,первого,1,первый,Gen,Sing,Masc,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Если я и преувеличил указанные выше достоинства произведений Лисицына, то лишь от радости при появлении нового молодого, талантливого -- первого из духовной среды -- композитора взявшего палитру художника.",
2445,2488,2539,пятую,5,пятый,Acc,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Пятую строку, нас бо ради родися Отроча младо, превечный Бог, подхватывает, как говорится «велием гласом», опять весь хор с удвоением партий, к этому хору могут присоединить свои голоса все предстоящие люди, чтобы миром славить родившегося для него превечного Бога.",
2446,2489,2540,четвертой,4,четвертый,Gen,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"В четвертой строке, Волсви же со звездою путешествуют, где говорится о шествии волхвов, участвуют четыре баса, как бы напоминая восточных мудрецов.",
2447,2490,2541,третья,3,третий,Nom,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Третья строка, Ангелы с пастырьми славословят, таинственно запевается детскими голосами и затем, на слове «с пастырьми», присоединяет свой голос тенор.",
2448,2491,2542,второй,2,второй,Nom,Sing,Masc,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Во второй строке, и земля вертеп Непреступному приносит, отвечают басы с тенорами.",
2449,2492,2543,первую,1,первый,Acc,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Первую строку, Дева днесь Пресущественного рождает торжественно провозглашает хор всею массою с удвоением партии дискантов и теноров.",
2450,2493,2544,первую,1,первый,Acc,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Всю первую строку «Херувимской» следует, не колеблясь, признать в техническом отношении образцовым певческим произведением.",
2451,2494,2545,первой,1,первый,Gen,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Рассматривая мелодические группы, из которых построена вся «Херувимская», нельзя не заметить, как они постепенно развиваются, поднимаясь в своем напряжении на наибольшую высоту как раз в середине первой строки на слове «песнь».",
2452,2495,2546,второй,2,второй,Nom,Sing,Masc,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Тема всей второй строки погружена в басу под слоем двух теноровых мелодий и одной альтовой, которые не подчиняются главной, а затушевывают ее.",
2453,2496,2547,первая,1,первый,Nom,Sing,Fem,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Несмотря на частую смену красок для одних и тех же мелодических узоров, вся первая строка «Херувимской» кажется однообразною.",
2454,2497,2548,первое,1,первый,Acc,Sing,Neut,,Духовно-музыкальные сочинения священника М. Лисицына,2003,статья,"Судя по сим образцам, Лисицыну предстоит занять первое место среди композиторов из лиц духовного звания: Турчанинова, Виноградова, в сущности представляющих из себя ничто иное, как подбирателей аккордных аккомпанементов под изуродованные ими церковные роспевы.",
2455,2498,2549,десятый,10,десятый,Nom,Sing,Masc,Игорь Двинский,Двойники,1991,заметка,"Когда соседка -- «Раиса Максимовна» -- ходит десятый сезон в одних и тех же бриллиантах, а «Михаил Сергеевич» копит деньги на 6 соток приусадебного участка.",
2456,2499,2550,первая,1,первый,Nom,Sing,Fem,,Сет в спальне,2004,заметка,"Но что делать, если первая гроза превратилась в занудный бесконечный дождь? ",
2457,2500,2551,первым,1,первый,Ins,Sing,Masc,Орхан Джемаль | Надежда Прусенкова | Сергей Логинов,Эксперты напали на олигархов,2003,статья,"Ответственность за авторство взял на себя Иосиф Дискин, его имя стоит первым среди перечисленных экспертов.",
2458,2501,2552,шестом,6,шестой,Loc,Sing,Masc,Сергей Грянкин,ЗСУ-23-4,1990,статья,"Ходовую часть с шестью однорядными опорными катками на борт заимствовали у ПТ-76, плавное движение обеспечивала торсионная подвеска с большими ходами и мощными амортизаторами на первых, пятом левом и шестом правом узлах.",
2459,2502,2553,пятом,5,пятый,Loc,Sing,Masc,Сергей Грянкин,ЗСУ-23-4,1990,статья,"Ходовую часть с шестью однорядными опорными катками на борт заимствовали у ПТ-76, плавное движение обеспечивала торсионная подвеска с большими ходами и мощными амортизаторами на первых, пятом левом и шестом правом узлах.",
2460,2503,2554,первых,1,первый,Gen,Plur,,Сергей Грянкин,ЗСУ-23-4,1990,статья,"Ходовую часть с шестью однорядными опорными катками на борт заимствовали у ПТ-76, плавное движение обеспечивала торсионная подвеска с большими ходами и мощными амортизаторами на первых, пятом левом и шестом правом узлах.",
2461,2504,2555,первые,1,первый,Acc,Plur,,Сергей Грянкин,ЗСУ-23-4,1990,статья,"Анализируя итоги войны 1973 года на Ближнем Востоке, иностранные военные обозреватели отметили, что за первые три дня боев сирийские ракетчики уничтожили около 100 израильских самолетов.",
2462,2505,2556,второго,2,второй,Gen,Sing,Masc,,Гороскоп,1997,гороскоп,"А именно на неделю с 17 по 23 марта, составленный на основе гороскопов Александра Зараева, Альберта Махмутова, Галины Семеновой и Виктора Фирсова, а также публикаций второго номера ежемесячного журнала прогнозов «Гороскоп».",
2463,2506,2557,второе,2,второй,Acc,Sing,Neut,Мария Игнатова,Все ходят и ходят. С «Сибнефти» сняли уголовные дела,2001,статья,"Однако второе дело, завершилось так же тихо, как и первое.",
2464,2507,2558,первое,1,первый,Acc,Sing,Neut,Мария Игнатова,Все ходят и ходят. С «Сибнефти» сняли уголовные дела,2001,статья,"Однако второе дело, завершилось так же тихо, как и первое.",
2465,2508,2559,первый,1,первый,Nom,Sing,Masc,Мария Игнатова,Все ходят и ходят. С «Сибнефти» сняли уголовные дела,2001,статья,"Мы знаем, что такие дела есть, но не видим повода для беспокойства, и не понимаем, почему после того как эти дела были решены, они опять ходят», -- говорил первый вице-президент «Сибнефти» Александр Корсик.",
2466,2509,2560,второе,2,второй,Acc,Sing,Neut,Мария Игнатова,Все ходят и ходят. С «Сибнефти» сняли уголовные дела,2001,статья,"Второе дело касалось уже экспорта нефти через порт Туапсе на Украину, в Белоруссию и Молдавию.",
2467,2510,2561,первое,1,первый,Acc,Sing,Neut,Денис Рогачков,Холодный миг — и горечь пустоты,1997,статья,"Вот свидетельство Акутагавы, японского писателя, покончившего с собой: «Первое, о чем я подумал -- как сделать так, чтобы умереть без мучений.",
2468,2511,2562,первые,1,первый,Acc,Plur,,Денис Рогачков,Холодный миг — и горечь пустоты,1997,статья,"Но всегда очень трудно различить в первые минуты разговора, насколько это серьезно.",
2469,2512,2563,первого,1,первый,Gen,Sing,Masc,Вадим Бондарь,"Мы покупаем, нас покупают. Как это часто не совпадает",2009,статья,"Согласно оценкам Mergers.ru, по итогам первого полугодия этого года имеет место следующая статистика.",
2470,2513,2564,пятый,5,пятый,Nom,Sing,Masc,Вадим Бондарь,"Мы покупаем, нас покупают. Как это часто не совпадает",2009,статья,"Так, в феврале Шэньчжэньская Zhongjin Lingnan Nonfemet, пятый по величине в Китае производитель цинка, приобрела 50, 1% Perilya -- крупной австралийской горнодобывающей компании.",
2471,2514,2565,вторую,2,второй,Acc,Sing,Fem,Вадим Бондарь,"Мы покупаем, нас покупают. Как это часто не совпадает",2009,статья,"Инвесторам из Азии в покупке активов в Европе и Северной Америке отказывают меньше, но тем не менее они занимают по этой позиции вторую строку.",
2472,2515,2566,второй,2,второй,Nom,Sing,Masc,Вадим Бондарь,"Мы покупаем, нас покупают. Как это часто не совпадает",2009,статья,"Второй тип реакции -- скандал вокруг поглотителя из России с целью «организовать общественность», «поднять массы» и под их давлением сорвать сделку.",
2473,2516,2567,первая,1,первый,Nom,Sing,Fem,Вадим Бондарь,"Мы покупаем, нас покупают. Как это часто не совпадает",2009,статья,"Первая: на самой последней стадии от сделки просто отказываются без объяснения причин, как это произошло с ЛУКОЙЛом, когда он выиграл тендерный аукцион по продаже НПЗ Europoort в Роттердаме.",
2474,2517,2568,первом,1,первый,Loc,Sing,Masc,Вячеслав Суриков,Культура,2015,заметка,"В воскресенье в первом отделении можно будет услышать Владимира Нестеренко, играющего на электрооргане Hammond, а во втором -- группу Alexander Dovgopoly Project.",
2475,2518,2569,втором,2,второй,Loc,Sing,Masc,Вячеслав Суриков,Культура,2015,заметка,"В воскресенье в первом отделении можно будет услышать Владимира Нестеренко, играющего на электрооргане Hammond, а во втором -- группу Alexander Dovgopoly Project.",
2476,2519,2570,пятый,5,пятый,Nom,Sing,Masc,Вячеслав Суриков,Культура,2015,заметка,Пятый по счету фестиваль Beatlomania пройдет в эти выходные в Клубе Игоря Бутмана на Таганке.,
2477,2520,2571,вторых,2,второй,Gen,Plur,,Вячеслав Суриков,Культура,2015,заметка,"По традиции в конкурсе примут участие восемь первых и вторых полнометражных фильмов молодых европейских режиссеров, Среди членов жюри -- Наум Клейман, Нана Джорджадзе, Сергей Шолохов.",
2478,2521,2572,первых,1,первый,Gen,Plur,,Вячеслав Суриков,Культура,2015,заметка,"По традиции в конкурсе примут участие восемь первых и вторых полнометражных фильмов молодых европейских режиссеров, Среди членов жюри -- Наум Клейман, Нана Джорджадзе, Сергей Шолохов.",
2479,2522,2573,шестой,6,шестой,Nom,Sing,Masc,Вячеслав Суриков,Культура,2015,заметка,Шестой кинофестиваль VOICES начнется на этой неделе в Вологде.,
2480,2523,2574,третьего,3,третий,Gen,Sing,Masc,неизвестный,Городские происшествия,1901,информационное сообщение,"В.М. Лежнев, находясь третьего дня у электрического трамвая, вблизи Тверской заставы, не заметил, как его стиснули карманники и похитили из кармана жилета золотые часы «хронометр», стоящие 500 рублей.",
2481,2524,2575,первый,1,первый,Nom,Sing,Masc,,Вести,1913,заметка,"В присутствии прибывших из Петербурга представителя отдела воздушного флота барона Каульбарса и начальников воздухоплавательной части генерала Шишкевича и воздухоплавательной школы генерала Кованько, торжественно открыт первый русский завод воздухоплавательных моторов «Гном».",
2482,2525,2576,первого,1,первый,Gen,Sing,Masc,,Вести,1913,заметка,Открытие первого русского завода моторов «Гном» ,
2483,2526,2577,первого,1,первый,Gen,Sing,Masc,,Что бережет береженого,2004,статья,Био Сан ТМС» работает по передовой технологии германской фирмы «Dreve» -- первого номера в мире в разработке технологии изготовления кап.,
2484,2527,2578,первый,1,первый,Nom,Sing,Masc,,Что бережет береженого,2004,статья,"Капа тоже не так уж проста, как кажется на первый взгляд.",
2485,2528,2579,первый,1,первый,Nom,Sing,Masc,,Что бережет береженого,2004,статья,"Скажем так, первый же взгляд на последствия одного сильного удара по зубам может бросить в дрожь даже опытного травматолога.",
2486,2529,2580,первый,1,первый,Nom,Sing,Masc,,Что бережет береженого,2004,статья,"Она предохраняет только ваши зубы -- но это вовсе не так мало, как кажется на первый взгляд.",
2487,2530,2581,первых,1,первый,Gen,Plur,,,Что бережет береженого,2004,статья,"Поэтому тэквондоинская защита пригодна только на самых первых тренировках, когда техника отрабатывается без касания, но ученик еще не способен контролировать свои движения.",
2488,2531,2582,первое,1,первый,Acc,Sing,Neut,,Что бережет береженого,2004,статья,"Первое, что надо сделать, собираясь надеть перчатки -- поучитесь у боксеров бинтовать руки.",
2489,2532,2583,второго,2,второй,Gen,Sing,Masc,протоиерей Георгий Чистяков,У подножия Парфенона,1998,статья,"На улице у каждого второго прохожего в руках -- комполои, то есть четки.",
2490,2533,2584,второго,2,второй,Gen,Sing,Masc,Владимир Штанов,Обещают по десять рублей,2002,статья,"По его мнению, постепенное повышение розничной цены является «экономически обоснованным», а цена «девяносто второго» бензина, занимающего, по оценкам РТС, 45% розничных продаж топлива в России, на уровне 30-35 центов за литр «является порогом покупательной способности».",
2491,2534,2585,первый,1,первый,Nom,Sing,Masc,Владимир Штанов,Обещают по десять рублей,2002,статья,"Только за первый квартал 2002 года, по словам генерального директора ОАО «Самаранефтепродукт» Олега Грудина, цены на бензин на автозаправочных станциях Самарской области упали на 60-80 копеек.",
2492,2535,2586,первое,1,первый,Acc,Sing,Neut,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки",Первое знакомство с Центральным телеграфом.,
2493,2536,2587,первом,1,первый,Loc,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Утром узнали о всеобщем празднике -- дне окончания Второй мировой войны, первом дне мира во всем мире.",
2494,2537,2588,второй,2,второй,Nom,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Утром узнали о всеобщем празднике -- дне окончания Второй мировой войны, первом дне мира во всем мире.",
2495,2538,2589,первой,1,первый,Gen,Sing,Fem,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Трудно даже сказать, сколь многим мы обязаны этой первой любви, с таким самоотречением пережитой.",
2496,2539,2590,второе,2,второй,Acc,Sing,Neut,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Боготворили «Поверх барьеров», «Второе рождение» не ценили -- и зря.",
2497,2540,2591,первый,1,первый,Nom,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки",Людмила приготовила первый за все время домашний обед.,
2498,2541,2592,первого,1,первый,Gen,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Маяковского, где была двухчасовая очередь, и попали в университет к концу первого отделения вечера.",
2499,2542,2593,девятом,9,девятый,Loc,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Выпускной вечер в школе длился до рассвета; мы еще погуляли и расстались в девятом часу, а уже в 11 Жорка прибежал ко мне с потрясающим известием.",
2500,2543,2594,первого,1,первый,Gen,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","От Жоры Иорха, первого друга детства, я узнал 22.",
2501,2544,2595,первое,1,первый,Acc,Sing,Neut,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Письмо второе, первое опустил в Кулунде, когда только ехали сюда.",
2502,2545,2596,второе,2,второй,Acc,Sing,Neut,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Письмо второе, первое опустил в Кулунде, когда только ехали сюда.",
2503,2546,2597,первым,1,первый,Ins,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Кажется, он сам меня выручил в тот вечер, первым начав разговор.",
2504,2547,2598,второй,2,второй,Nom,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Не помню толком, что именно нужно мне было от него, когда во второй -- и пока в последний раз отправлялся к нему в Лаврушинский переулок.",
2505,2548,2599,второй,2,второй,Nom,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Как быть, например, со второй строкой двустиший: «Будто пробует дорогу, дорогу степную», -- если заведомо установлено, что тут должен быть трехстопный ямб, и ничего другого! ",
2506,2549,2600,девятой,9,девятый,Gen,Sing,Fem,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Моя «История» пришлась как раз на этот период работы Сельвинского, и под углом идеи о новизне ямба, вкупе с «Борисом Годуновым», был руган белый кусок Девятой главы.",
2507,2551,2602,шестым,6,шестой,Ins,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Дом, в котором мы пятеро обитаем, обычный поселковый барак, называется гостиницей, комната -- номером шестым.",
2508,2552,2603,первых,1,первый,Gen,Plur,,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки",Встретил первых немок-переселенок.,
2509,2553,2604,восьмого,8,восьмой,Gen,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки",Поезд на Кулунду (Татарская -Павлодар) отправляется в половине восьмого по-местному.,
2510,2554,2605,четвертом,4,четвертый,Loc,Sing,Masc,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Здесь, на этом четвертом этаже, едут пассажиры особого разбора, большею частью несовершеннолетние.",
2511,2555,2606,первую,1,первый,Acc,Sing,Fem,А. Б. Гребнев,Дневник,1945,"дневник, записные книжки","Мне дают в виде бланка кусок картона, и, долго соображая, я пишу свою первую в 45 году телеграмму: У...",
2512,2556,2607,сотый,100,сотый,Nom,Sing,Masc,Л. З. Копелев,Дневник,1984,"дневник, записные книжки","Иногда это очень утомительно: повторять одно и то же, слышать свой голос, отвечать в сотый раз на один и тот же вопрос.",
2513,2557,2608,первый,1,первый,Nom,Sing,Masc,Л. З. Копелев,Дневник,1984,"дневник, записные книжки",которое рискует издать первый том без дотации.,
2514,2558,2609,первый,1,первый,Nom,Sing,Masc,Л. З. Копелев,Дневник,1984,"дневник, записные книжки","Первый том. мы, наконец-то, сделали -- «Образы России и русских в немецкой письменности IX-XVII вв.» ",
2515,2559,2610,девятого,9,девятый,Gen,Sing,Masc,Л. З. Копелев,Дневник,1984,"дневник, записные книжки","Девятого мая в четверг мы провели вечер дома, приехал Генрих Бёлль.... ",
